Airport name,DST,IATA,ICAO,Location served,Time
Joensuu Airport,Mar-Oct,JOE,EFJO,"Joensuu, Finland",UTC+02:00
Adisucipto International Airport,,JOG,WIIJ,"Yogyakarta, Indonesia",UTC+07:00
Port St. Johns Airport,,JOH,FAPJ,"Port St. Johns, South Africa",UTC+02:00
Joinville-Lauro Carneiro de Loyola Airport,Oct-Feb,JOI,SBJV,"Joinville, Santa Catarina, Brazil",UTC−03:00
Doris Lake Aerodrome[1] (TC: CDL7),Mar-Nov,JOJ,,"Doris Lake, Nunavut, Canada",UTC−07:00
Yoshkar-Ola Airport,,JOK,UWKJ,"Yoshkar-Ola, Mari El, Russia",UTC+03:00
Jolo Airport,,JOL,RPMJ,"Jolo, Philippines",UTC+08:00
Njombe Airport,,JOM,HTNJ,"Njombe, Tanzania",UTC+03:00
Josephstaal Airport,,JOP,,"Josephstaal, Papua New Guinea",UTC+10:00
Yakubu Gowon Airport,,JOS,DNJO,"Jos, Nigeria",UTC+01:00
Joliet Regional Airport,Mar-Nov,JOT,KJOT,"Joliet, Illinois, United States",UTC−06:00
Presidente Castro Pinto International Airport,,JPA,SBJP,"João Pessoa, Paraíba, Brazil",UTC−03:00
José Coleto Airport,,JPR,SWJI,"Ji-Paraná, Rondônia, Brazil",UTC−04:00
Qaarsut Airport (Uummannaq/Qaarsut Airport),Mar-Oct,JQA,BGUQ,"Qaarsut, Greenland",UTC−03:00
Jaqué Airport,,JQE,MPJE,"Jaqué, Panama",UTC−05:00
Kalaeloa Airport[1] (John Rodgers Field),,JRF,PHJR,"Kapalua, Hawaii, United States",UTC−10:00
Jorhat Airport (Rowriah Airport),,JRH,VEJT,"Jorhat, Assam, India",UTC+05:30
Juruena Airport,Oct-Feb,JRN,SWJU,"Juruena, Mato Grosso, Brazil",UTC−04:00
Kilimanjaro International Airport,,JRO,HTKJ,"Kilimanjaro, Tanzania",UTC+03:00
Atarot Airport (Jerusalem International Airport),Mar-Oct,JRS,OJJR,"Jerusalem, Israel1",UTC+02:00
Jaisalmer Airport,,JSA,VIJR,"Jaisalmer, Rajasthan, India",UTC+05:30
Sitia Public Airport,Mar-Oct,JSH,LGST,"Sitia, Greece",UTC+02:00
Skiathos Island National Airport,Mar-Oct,JSI,LGSK,"Skiathos, Greece",UTC+02:00
José de San Martín Airport,,JSM,SAWS,"José de San Martín, Chubut, Argentina",UTC−03:00
Jessore Airport,,JSR,VGJR,"Jessore, Bangladesh",UTC+06:00
John Murtha Johnstown–Cambria County Airport,Mar-Nov,JST,KJST,"Johnstown, Pennsylvania, United States",UTC−05:00
Maniitsoq Airport,Mar-Oct,JSU,BGMQ,"Maniitsoq, Greenland",UTC−03:00
Syros Island National Airport,Mar-Oct,JSY,LGSO,"Syros, Greece",UTC+02:00
Moussa Nakhl Tobias–Bauru/Arealva State Airport[1],Oct-Feb,JTC,SBAE,"Bauru, São Paulo, Brazil",UTC−03:00
Jataí Airport,Oct-Feb,JTI,SWJW[4],"Jataí, Goiás, Brazil",UTC−03:00
Santorini (Thira) National Airport,Mar-Oct,JTR,LGSR,"Santorini (Thira), Greece",UTC+02:00
Astypalaia Island National Airport,Mar-Oct,JTY,LGPL,"Astypalaia, Greece",UTC+02:00
Inácio Luís do Nascimento Airport,Oct-Feb,JUA,SIZX,"Juara, Mato Grosso, Brazil",UTC−04:00
Juba International Airport,,JUB,HSSJ,"Juba, South Sudan",UTC+03:00
Chizhou Jiuhuashan Airport,,JUH,,"Chizhou / Tongling, Anhui, China",UTC+08:00
Juist Airport,Mar-Oct,JUI,EDWJ,"Juist, Lower Saxony, Germany",UTC+01:00
Gobernador Horacio Guzmán International Airport,,JUJ,SASJ,"San Salvador de Jujuy, Jujuy, Argentina",UTC−03:00
Inca Manco Cápac International Airport,,JUL,SPJL,"Juliaca, Peru",UTC−05:00
Jumla Airport,,JUM,VNJL,"Jumla, Nepal",UTC+05:45
Jundah Airport,,JUN,YJDA,"Jundah, Queensland, Australia",UTC+10:00
Juradó Airport,,JUO,SKJU[5],"Juradó, Colombia",UTC−05:00
Jurien Bay Airport,,JUR,YJNB,"Jurien Bay, Western Australia, Australia",UTC+08:00
Juticalpa Airport,,JUT,MHJU,"Juticalpa, Honduras",UTC−06:00
Upernavik Airport,Mar-Oct,JUV,BGUK,"Upernavik, Greenland",UTC−03:00
Quzhou Airport,,JUZ,ZSJU,"Quzhou, Zhejiang, China",UTC+08:00
Ankavandra Airport,,JVA,FMMK,"Ankavandra, Madagascar",UTC+03:00
Central Jersey Regional Airport (FAA: 47N),Mar-Nov,JVI,,"Manville, New Jersey, United States",UTC−05:00
Southern Wisconsin Regional Airport,Mar-Nov,JVL,KJVL,"Janesville, Wisconsin, United States",UTC−06:00
Jwaneng Airport,,JWA,FBJW,"Jwaneng, Botswana",UTC+02:00
Zanjan Airport[1],Mar-Sep,JWN,OITZ,"Zanjan, Iran",UTC+03:30
Jungwon Air Base[1],,JWO,RKTI,"Chungju, South Korea",UTC+09:00
Jixi Xingkaihu Airport,,JXA,ZYJX,"Jixi, Heilongjiang, China",UTC+08:00
Jackson County Airport (Reynolds Field),Mar-Nov,JXN,KJXN,"Jackson, Michigan, United States",UTC−05:00
Jiroft Airport[1],Mar-Sep,JYR,OIKJ,"Jiroft, Iran",UTC+03:30
Jyväskylä Airport,Mar-Oct,JYV,EFJY,"Jyväskylä, Finland",UTC+02:00
Jiuzhai Huanglong Airport,,JZH,ZUJZ,"Jiuzhaigou, Sichuan, China",UTC+08:00
Kasama Airport,,KAA,FLKS,"Kasama, Zambia",UTC+02:00
Kariba Airport,,KAB,FVKB,"Kariba, Zimbabwe",UTC+02:00
Kamishly Airport,Mar-Oct,KAC,OSKL,"Qamishli (Kamishly), Syria",UTC+02:00
Kaduna Airport,,KAD,DNKA,"Kaduna, Nigeria",UTC+01:00
Kake Airport (FAA: AFE),Mar-Nov,KAE,PAFE,"Kake, Alaska, United States",UTC−09:00
Karato Airport,,KAF,,"Karato, Papua New Guinea",UTC+11:00
Gangneung Air Base,,KAG,RKNN,"Gangneung, South Korea",UTC+09:00
Kaieteur International Airport,,KAI,SYKA,"Kaieteur, Guyana",UTC−04:00
Kajaani Airport,Mar-Oct,KAJ,EFKI,"Kajaani, Finland",UTC+02:00
Kar Airport,,KAK,,"Kar, Papua New Guinea",UTC+10:00
Kaltag Airport,Mar-Nov,KAL,PAKV,"Kaltag, Alaska, United States",UTC−09:00
Kamaran Airport,,KAM,ODKM,"Kamaran, Yemen",UTC+03:00
Mallam Aminu Kano International Airport,,KAN,DNKN,"Kano, Nigeria",UTC+01:00
Kuusamo Airport,Mar-Oct,KAO,EFKS,"Kuusamo, Finland",UTC+02:00
Kapanga Airport,,KAP,FZSK,"Kapanga, Democratic Republic of the Congo",UTC+02:00
Kamulai Airport[1],,KAQ,AYKH,"Kamulai, Papua New Guinea",UTC+10:00
Kamarang Airport,,KAR,SYKM,"Kamarang, Guyana",UTC−04:00
Karasburg Airport,Sep-Apr,KAS,FYKB,"Karasburg, Namibia",UTC+01:00
Kaitaia Airport,Sep-Apr,KAT,NZKT,"Kaitaia, New Zealand",UTC+12:00
Kauhava Airfield,Mar-Oct,KAU,EFKA,"Kauhava, Finland",UTC+02:00
Kavanayén Airport,,KAV,SVKA,"Kavanayén, Venezuela",UTC−04:00
Kawthaung Airport,,KAW,VYKT,"Kawthaung, Myanmar",UTC+06:30
Kalbarri Airport,,KAX,YKBR,"Kalbarri, Western Australia, Australia",UTC+08:00
Wakaya Airport,Nov-Jan,KAY,NFNW,"Wakaya Island, Fiji",UTC+12:00
Kao Airport,,KAZ,WAMK,"Kao, Indonesia",UTC+09:00
Kabala Airport,,KBA,GFKB,"Kabala, Sierra Leone",UTC±00:00
Kirkimbie Airport[1],,KBB,,"Kirkimbie Station, Northern Territory, Australia",UTC+09:30
Birch Creek Airport (FAA: Z91),Mar-Nov,KBC,,"Birch Creek, Alaska, United States",UTC−09:00
Kimberley Downs Airport,,KBD,,"Kimberley Downs, Western Australia, Australia",UTC+08:00
Bell Island Hot Springs Seaplane Base,Mar-Nov,KBE,,"Bell Island, Alaska, United States",UTC−09:00
Karubaga Airport,,KBF,WABK,"Karubaga, Indonesia",UTC+09:00
Kabalega Falls Airport,,KBG,HUKF,"Kabalega Falls, Uganda",UTC+03:00
Kribi Airport,,KBI,FKKB,"Kribi, Cameroon",UTC+01:00
Kings Canyon Airport,,KBJ,YKCA,"Kings Canyon, Northern Territory, Australia",UTC+09:30
Hamid Karzai International Airport,,KBL,OAKB,"Kabul, Afghanistan",UTC+04:30
Kabwum Airport,,KBM,AYKB,"Kabwum, Papua New Guinea",UTC+10:00
Tunta Airport,,KBN,FZWT,"Kabinda, Democratic Republic of the Congo",UTC+01:00
Kabalo Airport,,KBO,FZRM,"Kabalo, Democratic Republic of the Congo",UTC+02:00
Boryspil International Airport,Mar-Oct,KBP,UKBB,"Kiev, Ukraine",UTC+02:00
Kasungu Airport,,KBQ,FWKG,"Kasungu, Malawi",UTC+02:00
Sultan Ismail Petra Airport,,KBR,WMKC,"Kota Bharu, Kelantan, Malaysia",UTC+08:00
Bo Airport,,KBS,GFBO,"Bo, Sierra Leone",UTC±00:00
Kaben Airport,,KBT,,"Kaben, Maloelap Atoll, Marshall Islands",UTC+12:00
Gusti Syamsir Alam Airport (Stagen Airport),,KBU,WRBK,"Kotabaru, Indonesia",UTC+07:00
Krabi Airport,,KBV,VTSG,"Krabi, Thailand",UTC+07:00
Chignik Bay Seaplane Base (FAA: Z78),Mar-Nov,KBW,,"Chignik, Alaska, United States",UTC−09:00
Kambuaya Airport,,KBX,WASU,"Ayamaru, Indonesia",UTC+09:00
Streaky Bay Airport,Oct-Apr,KBY,YKBY,"Streaky Bay, South Australia, Australia",UTC+09:30
Kaikoura Aerodrome,Sep-Apr,KBZ,NZKI,"Kaikoura, New Zealand",UTC+12:00
Kuqa Qiuci Airport,,KCA,ZWKC,"Kuqa, Xinjiang, China",UTC+06:00
Tepoe Airstrip,,KCB,SMTP,"Kasikasima, Suriname",UTC−03:00
Coffman Cove Seaplane Base,Mar-Nov,KCC,,"Coffman Cove, Alaska, United States",UTC−09:00
Kamur Airport,,KCD,,"Kamur, Indonesia",UTC+09:00
Collinsville Airport,,KCE,YCSV,"Collinsville, Queensland, Australia",UTC+10:00
Kadanwari Airport,,KCF,,"Kadanwari, Pakistan",UTC+05:00
Chignik Fisheries Airport (closed),,KCG,,"Chignik, Alaska, United States",
Kuching International Airport,,KCH,WBGG,"Kuching, Sarawak, Malaysia",UTC+08:00
Kon Airport,,KCI,,"Kon, East Timor",UTC+09:00
Komaio Airport,,KCJ,,"Komaio, Papua New Guinea",UTC+10:00
Kirensk Airport,,KCK,UIKK,"Kirensk, Irkutsk Oblast, Russia",UTC+08:00
Chignik Lagoon Airport (Chignik Flats Airport),Mar-Nov,KCL,,"Chignik Lagoon, Alaska, United States",UTC−09:00
Kahramanmaraş Airport,,KCM,LTCN,"Kahramanmaraş, Turkey",UTC+03:00
Chernofski Harbor Seaplane Base,Mar-Nov,KCN,,"Chernofski Harbor, Alaska, United States",UTC−09:00
Cengiz Topel Naval Air Station,,KCO,LTBQ,"İzmit, Turkey",UTC+03:00
Kamianets-Podilskyi Airport,Mar-Oct,KCP,,"Kamianets-Podilskyi, Ukraine",UTC+02:00
Chignik Lake Airport (FAA: A79),Mar-Nov,KCQ,,"Chignik Lake, Alaska, United States",UTC−09:00
Colorado Creek Airport,Mar-Nov,KCR,,"Colorado Creek, Alaska, United States",UTC−09:00
Kings Creek Station Airport,,KCS,YKCS,"Kings Creek Station, Northern Territory, Australia",UTC+09:30
Koggala Airport,,KCT,VCCK,"Koggala, Sri Lanka",UTC+05:30
Masindi Airport,,KCU,HUMI,"Masindi, Uganda",UTC+03:00
Kōchi Ryōma Airport,,KCZ,RJOK,"Kōchi, Shikoku, Japan",UTC+09:00
Kolda North Airport,,KDA,GOGK,"Kolda, Senegal",UTC±00:00
Kambalda Airport,,KDB,YKBL,"Kambalda, Western Australia, Australia",UTC+08:00
Kandi Airport,,KDC,DBBK,"Kandi, Benin",UTC+01:00
Khuzdar Airport,,KDD,OPKH,"Khuzdar, Pakistan",UTC+05:00
Koroba Airport,,KDE,AYOW,"Koroba, Papua New Guinea",UTC+10:00
Kandahar International Airport,,KDH,OAKN,"Kandahar, Afghanistan",UTC+04:30
Haluoleo Airport,,KDI,WAWW,"Kendari, Indonesia",UTC+08:00
Ndjolé Ville Airport,,KDJ,FOGJ,"Ndjolé, Gabon",UTC+01:00
Kodiak Municipal Airport,Mar-Nov,KDK,PAKD,"Kodiak, Alaska, United States",UTC−09:00
Kärdla Airport,Mar-Oct,KDL,EEKA,"Kärdla, Estonia",UTC+02:00
Kaadedhdhoo Airport,,KDM,VRMT,"Kaadedhdhoo Island, Gaafu Dhaalu Atoll, Maldives",UTC+05:00
Ndendé Airport,,KDN,FOGE,"Ndendé, Gabon",UTC+01:00
Kadhdhoo Airport,,KDO,VRMK,"Kadhdhoo Island, Laamu Atoll, Maldives",UTC+05:00
Kandep Airport,,KDP,AYNN,"Kandep, Papua New Guinea",UTC+10:00
Kamberatoro Airport,,KDQ,AYTO,"Kamberatoro, Papua New Guinea",UTC+10:00
Kandrian Airport,,KDR,AYKC,"Kandrian, Papua New Guinea",UTC+10:00
Kamaran Downs Airport,,KDS,,"Kamaran Downs, Queensland, Australia",UTC+10:00
Kamphaeng Saen Airport,,KDT,VTBK,"Kamphaeng Saen, Thailand",UTC+07:00
Skardu Airport,,KDU,OPSD,"Skardu, Pakistan",UTC+05:00
Vunisea Airport,Nov-Jan,KDV,NFKD,"Vunisea, Kadavu Island, Fiji",UTC+12:00
Victoria Reservoir Seaplane Base[1],,KDW,,"Kandy, Sri Lanka",UTC+05:30
Kadugli Airport[1],,KDX,HSLI,"Kaduqli (Kadugli), Sudan",UTC+03:00
Teply Klyuch Airport,,KDY,UEMH,"Khandyga, Yakutia, Russia",UTC+09:00
Polgolla Reservoir Seaplane Base[1],,KDZ,,"Kandy, Sri Lanka",UTC+05:30
Nanwalek Airport,Mar-Nov,KEB,,"Nanwalek, Alaska, United States",UTC−09:00
Kasenga Airport,,KEC,FZQG,"Kasenga, Democratic Republic of the Congo",UTC+02:00
Kaédi Airport,,KED,GQNK,"Kaédi, Mauritania",UTC±00:00
Kelle Airport,,KEE,FCOK,"Kellé, Republic of the Congo",UTC+01:00
Keflavík International Airport,,KEF,BIKF,"Reykjavík, Iceland",UTC±00:00
Keglsugl Airport,,KEG,AYLG,"Keglsugl, Papua New Guinea",UTC+10:00
Kenmore Air Harbor (FAA: S60),Mar-Nov,KEH,,"Kenmore, Washington, United States",UTC−08:00
Kepi Airport,,KEI,WAKP,"Kepi, Indonesia",UTC+09:00
Kemerovo International Airport,,KEJ,UNEE,"Kemerovo, Kemerovo Oblast, Russia",UTC+07:00
Ekwok Airport,Mar-Nov,KEK,,"Ekwok, Alaska, United States",UTC−09:00
Kiel Airport,Mar-Oct,KEL,EDHK,"Kiel, Schleswig-Holstein, Germany",UTC+01:00
Kemi-Tornio Airport,Mar-Oct,KEM,EFKE,"Kemi / Tornio, Finland",UTC+02:00
Kenema Airport,,KEN,GFKE,"Kenema, Sierra Leone",UTC±00:00
Odienné Airport,,KEO,DIOD,"Odienné, Ivory Coast",UTC±00:00
Nepalgunj Airport,,KEP,VNNG,"Nepalgunj, Nepal",UTC+05:45
Kebar Airport,,KEQ,WASE,"Kebar, Indonesia",UTC+09:00
Kerman Airport,Mar-Sep,KER,OIKK,"Kerman, Iran",UTC+03:30
Kelsey Airport,Mar-Nov,KES,CZEE,"Kelsey, Manitoba, Canada",UTC−06:00
Kengtung Airport,,KET,VYKG,"Kengtung, Myanmar",UTC+06:30
Keekorok Airport[1],,KEU,HKKE,"Keekorok, Kenya",UTC+03:00
Halli Airport,Mar-Oct,KEV,EFHA,"Kuorevesi, Finland",UTC+02:00
Keewaywin Airport (TC LID: CPV8),Mar-Nov,KEW,,"Keewaywin, Ontario, Canada",UTC−06:00
Kanabea Airport,,KEX,AYNB,"Kanabea, Papua New Guinea",UTC+10:00
Kericho Airport,,KEY,HKKR,"Kericho, Kenya",UTC+03:00
Kelani River-Peliyagoda Waterdrome[1],,KEZ,,"Colombo, Sri Lanka",UTC+05:30
Kiffa Airport,,KFA,GQNF,"Kiffa, Mauritania",UTC±00:00
Fortescue Dave Forrest Airport,,KFE,YFDF,"Cloudbreak, Western Australia, Australia",UTC+08:00
Kalkgurung Airport,,KFG,YKKG,"Kalkarindji, Northern Territory, Australia",UTC+09:30
False Pass Airport,Mar-Nov,KFP,PAKF,"False Pass, Alaska, United States",UTC−09:00
Kastamonu Airport,,KFS,LTAL,"Kastamonu, Turkey",UTC+03:00
Kananga Airport,,KGA,FZUA,"Kananga, Democratic Republic of the Congo",UTC+02:00
Konge Airport,,KGB,AYOE,"Konge, Papua New Guinea",UTC+10:00
Kingscote Airport,Oct-Apr,KGC,YKSC,"Kingscote, South Australia, Australia",UTC+09:30
Khrabrovo Airport,,KGD,UMKK,"Kaliningrad, Kaliningrad Oblast, Russia",UTC+02:00
Kaghau Airport,,KGE,AGKG,"Kaghau Island, Solomon Islands",UTC+11:00
Sary-Arka Airport,,KGF,UAKK,"Karaganda, Kazakhstan",UTC+06:00
Kédougou Airport,,KGG,GOTK,"Kédougou, Senegal",UTC±00:00
Yongai Airport,,KGH,AYJO,"Yongai, Papua New Guinea",UTC+10:00
Kalgoorlie-Boulder Airport,,KGI,YPKG,"Kalgoorlie, Western Australia, Australia",UTC+08:00
Karonga Airport,,KGJ,FWKA,"Karonga, Malawi",UTC+02:00
Koliganek Airport (FAA: JZZ),Mar-Nov,KGK,PAJZ,"Koliganek, Alaska, United States",UTC−09:00
Kigali International Airport (Kanombe Airport),,KGL,HRYR,"Kigali, Rwanda",UTC+02:00
Kungim Airport[1],,KGM,,"Kungim, Papua New Guinea",UTC+10:00
Kasongo Lunda Airport,,KGN,FZOK,"Kasongo Lunda, Democratic Republic of the Congo",UTC+01:00
Kirovohrad Airport,Mar-Oct,KGO,UKKG,"Kropyvnytskyi, Ukraine",UTC+02:00
Kogalym International Airport,,KGP,USRK,"Kogalym, Khanty-Mansi Autonomous Okrug, Russia",UTC+05:00
Kulgera Airport,,KGR,,"Kulgera, Northern Territory, Australia",UTC+09:30
Kos Island International Airport,Mar-Oct,KGS,LGKO,"Kos, Greece",UTC+02:00
Kangding Airport[1],,KGT,ZUKD,"Kangding, Sichuan, China",UTC+08:00
Keningau Airport,,KGU,WBKG,"Keningau, Sabah, Malaysia",UTC+08:00
Kagi Airport,,KGW,AYKQ,"Kagi, Papua New Guinea",UTC+10:00
Grayling Airport,Mar-Nov,KGX,,"Grayling, Alaska, United States",UTC−09:00
Kingaroy Airport,,KGY,YKRY,"Kingaroy, Queensland, Australia",UTC+10:00
Glacier Creek Airport,Mar-Nov,KGZ,,"Glacier Creek, Alaska, United States",UTC−09:00
Khaneh Airport (Piranshahr Airport),Mar-Sep,KHA,OITH,"Piranshahr (Khaneh), Iran",UTC+03:30
Kerch Airport (Voykovo Airport),,KHC,UKFK,"Kerch, Ukraine",UTC+03:00
Khorramabad Airport,Mar-Sep,KHD,OICK,"Khorramabad, Iran",UTC+03:30
Kherson International Airport,Mar-Oct,KHE,UKOH,"Kherson, Ukraine",UTC+02:00
Kashgar Airport (Kashi Airport),,KHG,ZWSH,"Kashgar, Xinjiang, China",UTC+06:00
Kaohsiung International Airport,,KHH,RCKH,"Kaohsiung, Taiwan",UTC+08:00
Jinnah International Airport,,KHI,OPKC,"Karachi, Pakistan",UTC+05:00
Kauhajoki Airfield,Mar-Oct,KHJ,EFKJ,"Kauhajoki, Finland",UTC+02:00
Kharg Airport,Mar-Sep,KHK,OIBQ,"Kharg Island, Iran",UTC+03:30
Khamti Airport,,KHM,VYKI,"Khamti, Myanmar",UTC+06:30
Nanchang Changbei International Airport,,KHN,ZSCN,"Nanchang, Jiangxi, China",UTC+08:00
Khoka Moya Airport,,KHO,,"Manyeleti, South Africa",UTC+02:00
Kharkhorin Airport,Mar-Sep,KHR,ZMHH,"Kharkhorin, Mongolia",UTC+08:00
Khasab Airport,,KHS,OOKB,"Khasab, Oman",UTC+04:00
Khost Airfield,,KHT,OAKS,"Khost, Afghanistan",UTC+04:30
Kremenchuk Airport,Mar-Oct,KHU,,"Kremenchuk, Ukraine",UTC+02:00
Khabarovsk Novy Airport,,KHV,UHHH,"Khabarovsk, Khabarovsk Krai, Russia",UTC+10:00
Khwai River Airport,,KHW,FBKR,"Khwai River Lodge, Botswana",UTC+02:00
Kihihi Airstrip[1],,KHX,,"Kihihi, Uganda",UTC+03:00
Khoy Airport[1],Mar-Sep,KHY,OITK,"Khoy, Iran",UTC+03:30
Kauehi Airport,,KHZ,NTKA,"Kauehi, Tuamotus, French Polynesia",UTC−10:00
Kaiapit Airport,,KIA,,"Kaiapit, Papua New Guinea",UTC+10:00
Ivanof Bay Seaplane Base,Mar-Nov,KIB,,"Ivanof Bay, Alaska, United States",UTC−09:00
Mesa Del Rey Airport,Mar-Nov,KIC,KKIC,"King City, California, United States",UTC−08:00
Kristianstad Airport,Mar-Oct,KID,ESMK,"Kristianstad, Sweden",UTC+01:00
Aropa Airport,,KIE,AYKT,"Kieta, Papua New Guinea",UTC+11:00
Kingfisher Lake Airport,Mar-Nov,KIF,,"Kingfisher Lake, Ontario, Canada",UTC−06:00
Koingnaas Airport,,KIG,,"Koingnaas, South Africa",UTC+02:00
Kish International Airport,Mar-Sep,KIH,OIBK,"Kish Island, Iran",UTC+03:30
Kibuli Airport,,KII,AYLI,"Kibuli, Papua New Guinea",UTC+10:00
Niigata Airport,,KIJ,RJSN,"Niigata, Honshu, Japan",UTC+09:00
Kirkuk Airport,,KIK,ORKK,"Kirkuk, Iraq",UTC+03:00
Kilwa Airport,,KIL,,"Kilwa, Democratic Republic of the Congo",UTC+02:00
Kimberley Airport,,KIM,FAKM,"Kimberley, South Africa",UTC+02:00
Norman Manley International Airport,,KIN,MKJP,"Kingston, Jamaica",UTC−05:00
Kili Airport (FAA: Q51),,KIO,,"Kili Island, Marshall Islands",UTC+12:00
Kickapoo Downtown Airport (FAA: CWC),Mar-Nov,KIP,KCWC,"Wichita Falls, Texas, United States",UTC−06:00
Kira Airport,,KIQ,AYRA,"Kira, Papua New Guinea",UTC+10:00
Kerry Airport (Farranfore Airport),Mar-Oct,KIR,EIKY,"Kerry, Ireland",UTC±00:00
Kisumu International Airport,,KIS,HKKI,"Kisumu, Kenya",UTC+03:00
Kithira Island National Airport,Mar-Oct,KIT,LGKC,"Kythira, Greece",UTC+02:00
Kiunga Airport,,KIU,,"Kiunga, Kenya",UTC+03:00
Chișinău International Airport,Mar-Oct,KIV,LUKK,"Chișinău, Moldova",UTC+02:00
Southdowns Airport,,KIW,FLSO,"Kitwe, Zambia",UTC+02:00
Kansai International Airport,,KIX,RJBB,"Osaka, Honshu, Japan",UTC+09:00
Kilwa Masoko Airport,,KIY,HTKI,"Kilwa Masoko, Tanzania",UTC+03:00
Kikinonda Airport,,KIZ,,"Kikinonda, Papua New Guinea",UTC+10:00
Yemelyanovo International Airport,,KJA,UNKL,"Krasnoyarsk, Krasnoyarsk Krai, Russia",UTC+07:00
Kaili Huangping Airport,,KJH,,"Kaili, Guizhou, China",UTC+08:00
Kanas Airport,,KJI,ZWKN,"Burqin, Xinjiang, China",UTC+06:00
Kortrijk–Wevelgem International Airport,Mar-Oct,KJK,EBKT,"Kortrijk, Belgium",UTC+01:00
Kerama Airport,,KJP,ROKR,"Fukaji Island, Kerama Islands, Japan",UTC+09:00
Kamiraba Airport,,KJU,,"Kamiraba, Papua New Guinea",UTC+10:00
Koyuk Alfred Adams Airport,Mar-Nov,KKA,PAKK,"Koyuk, Alaska, United States",UTC−09:00
Kitoi Bay Seaplane Base,Mar-Nov,KKB,,"Kitoi Bay, Alaska, United States",UTC−09:00
Khon Kaen Airport,,KKC,VTUK,"Khon Kaen, Thailand",UTC+07:00
Kokoda Airport,,KKD,AYKO,"Kokoda, Papua New Guinea",UTC+10:00
Kerikeri Airport (Bay of Islands Airport),Sep-Apr,KKE,NZKK,"Kerikeri, New Zealand",UTC+12:00
Konawaruk Airport,,KKG,,"Konawaruk, Guyana",UTC−04:00
Kongiganak Airport (FAA: DUY),Mar-Nov,KKH,PADY,"Kongiganak, Alaska, United States",UTC−09:00
Akiachak Airport (FAA: Z13),Mar-Nov,KKI,,"Akiachak, Alaska, United States",UTC−09:00
Kitakyushu Airport,,KKJ,RJFR,"Kitakyushu, Kyushu, Japan",UTC+09:00
Kalakaket Creek Air Station (FAA: 1KC),Mar-Nov,KKK,,"Kalakaket Creek, Alaska, United States",UTC−09:00
Karluk Lake Seaplane Base,Mar-Nov,KKL,,"Karluk Lake, Alaska, United States",UTC−09:00
Khok Kathiam Air Force Base,,KKM,VTBL,"Lopburi, Thailand",UTC+07:00
"Kirkenes Airport, Høybuktmoen",Mar-Oct,KKN,ENKR,"Kirkenes, Norway",UTC+01:00
Kaikohe Aerodrome,Sep-Apr,KKO,NZKO,"Kaikohe, New Zealand",UTC+12:00
Koolburra Airport,,KKP,YKLB,"Koolburra, Queensland, Australia",UTC+10:00
Krasnoselkup Airport[1],,KKQ,USDP,"Krasnoselkup, Yamalo-Nenets Autonomous Okrug, Russia",UTC+05:00
Kaukura Airport,,KKR,NTGK,"Kaukura Atoll, Tuamotus, French Polynesia",UTC−10:00
Kentland Municipal Airport (FAA: 50I),Mar-Nov,KKT,,"Kentland, Indiana, United States",UTC−06:00
Ekuk Airport,Mar-Nov,KKU,,"Ekuk, Alaska, United States",UTC−09:00
Kikwit Airport,,KKW,FZCA,"Kikwit, Democratic Republic of the Congo",UTC+01:00
Kikai Airport (Kikaiga Shima Airport),,KKX,RJKI,"Kikai, Satsunan Islands, Japan",UTC+09:00
Kilkenny Airport,Mar-Oct,KKY,EIKL,"Kilkenny, Ireland",UTC±00:00
Koh Kong Airport,,KKZ,VDKK,"Koh Kong, Cambodia",UTC+07:00
Kalabo Airport,,KLB,FLKL,"Kalabo, Zambia",UTC+02:00
Kaolack Airport,,KLC,GOOK,"Kaolack, Senegal",UTC±00:00
Migalovo Air Base,,KLD,UUEM,"Tver, Tver Oblast, Russia",UTC+03:00
Kaélé Airport,,KLE,FKKH,"Kaélé, Cameroon",UTC+01:00
Grabtsevo Airport,,KLF,UUBC,"Kaluga, Kaluga Oblast, Russia",UTC+03:00
Kalskag Airport,Mar-Nov,KLG,PALG,"Kalskag, Alaska, United States",UTC−09:00
Kolhapur Airport,,KLH,VAKP,"Kolhapur, Maharashtra, India",UTC+05:30
Kotakoli Air Base,,KLI,FZFP,"Kotakoli, Democratic Republic of the Congo",UTC+01:00
Kalokol Airport (Fergusons Gulf Airport),,KLK,HKFG,"Kalokol, Kenya",UTC+03:00
Levelock Airport (FAA: 9Z8),Mar-Nov,KLL,,"Levelock, Alaska, United States",UTC−09:00
Kalaleh Airport[1],Mar-Sep,KLM,OINE,"Kalaleh, Iran",UTC+03:30
Larsen Bay Airport (FAA: 2A3),Mar-Nov,KLN,PALB,"Larsen Bay, Alaska, United States",UTC−09:00
Kalibo International Airport,,KLO,RPVK,"Kalibo, Philippines",UTC+08:00
Keluang Airport,,KLQ,WIPV,"Keluang, Indonesia",UTC+07:00
Kalmar Airport,Mar-Oct,KLR,ESMQ,"Kalmar, Sweden",UTC+01:00
Southwest Washington Regional Airport,Mar-Nov,KLS,KKLS,"Kelso, Washington, United States",UTC−08:00
Klagenfurt Airport,Mar-Oct,KLU,LOWK,"Klagenfurt, Austria",UTC+01:00
Karlovy Vary Airport,Mar-Oct,KLV,LKKV,"Karlovy Vary, Czech Republic",UTC+01:00
